ID,Unnamed: 0,ID_ESCOLA,NOTA_IDEB,NO_ENTIDADE,NO_UF,SG_UF,NO_REGIAO,NO_MUNICIPIO,NO_BAIRRO,CO_CEP,DS_ENDERECO,NU_ENDERECO,latitude,longitude
1061,1061,35919433,4.9,MARIA VIRGINIA MANSUR BIAGI PROFESSORA,São Paulo,SP,Sudeste,Batatais,SANTA CRUZ,14305042,RUA JOSE ZANELLA,195,,
1062,1062,35025239,3.9,AYRTON BUSCH PROF,São Paulo,SP,Sudeste,Bauru,PARQUE JARAGUA,17066590,AYRTON BUSCH QUADRA PROFESSOR,1441,,
1063,1063,35025240,6.0,EDUARDO VELHO FILHO PROF,São Paulo,SP,Sudeste,Bauru,VILA VERGUEIRO,17020190,VANGELIO MONDELLI,1 23,,
1064,1064,35025458,4.7,MORAIS PACHECO PROF,São Paulo,SP,Sudeste,Bauru,PARQUE BOA VISTA,17060650,PRIMEIRO DE MAIO QUADRA,16-10,,
1065,1065,35025525,5.5,JOSE APARECIDO GUEDES DE AZEVEDO PROF,São Paulo,SP,Sudeste,Bauru,VILA SAO JOAO DA BOA VISTA,17060454,RUA OLAVO BILAC,1240,,
1066,1066,35900217,4.0,WALTER BARRETTO MELCHERT PROF,São Paulo,SP,Sudeste,Bauru,CONJUNTO HABITACIONAL ENGENHEIRO OTAVIO RASI,17039110,JOSE FAZZIO,150,,
1067,1067,35925263,4.5,ANTONIO JORGE LIMA PADRE,São Paulo,SP,Sudeste,Bauru,NUCLEO HABITACIONAL NOBUJI NAGASAWA,17026838,RUA ORLANDO QUEROBIM,Q 2,,
1068,1068,35022603,5.2,ABILIO MANOEL,São Paulo,SP,Sudeste,Bebedouro,CENTRO,14700009,PRACA VALENCIO DE BARROS,186,,
1069,1069,35022731,4.7,GUSTAVO FERNANDO KUHLMANN,São Paulo,SP,Sudeste,Bebedouro,DISTRITO DE BOTAFOGO,14718048,RUA AVELINO MARIOTINI,1391,,
1070,1070,35022767,4.5,ABILIO ALVES MARQUES,São Paulo,SP,Sudeste,Bebedouro,JARDIM SAO JOAO,14700440,AVENIDA QUITO STAMATO,190,,
1071,1071,35044600,4.2,OSWALDO SCHIAVON,São Paulo,SP,Sudeste,Bebedouro,RESIDENCIAL  JARDIM PEDRO MAIA,14711510,RUA ALFREDO GOMES AREIAS,1323,,
1072,1072,35294871,5.7,IDIO ZUCCHI PROFESSOR ETEC,São Paulo,SP,Sudeste,Bebedouro,PARQUE ELDORADO,14706120,LUCIO SARTI,809,,
1073,1073,35029993,4.8,OLIMPIO CAMARGO PROF,São Paulo,SP,Sudeste,Bento de Abreu,CENTRO,16790000,RUA 27 DE MARCO,640,,
1074,1074,35269323,3.7,JARDIM VICENTE DE CARVALHO,São Paulo,SP,Sudeste,Bertioga,JARDIM VICENTE DE CARVALHO,11250509,RUA FRANCISCO PINTO,,,
1075,1075,35030235,4.6,ENZO BRUNO CARRAMASCHI PROFESSOR,São Paulo,SP,Sudeste,Bilac,CENTRO,16210000,RUA DA CONCEICAO,793,,
1076,1076,35030119,5.2,STELIO MACHADO LOUREIRO PROFESSOR,São Paulo,SP,Sudeste,Birigui,VILA PONTES,16200110,RUA MARIO DE SOUZA CAMPOS,545,,
1077,1077,35048562,5.4,IZABEL DE ALMEIDA MARIN PROFESSORA,São Paulo,SP,Sudeste,Birigui,VILA IZABEL MARIN,16204044,RUA MANOEL MARIN BERBEL,2200,,
1078,1078,35266887,5.9,RENATO CORDEIRO DOUTOR ETEC,São Paulo,SP,Sudeste,Birigui,JARDIM SANTANA,16202407,ERMANDO ZIN,1531,,
1079,1079,35905926,4.7,RICARDO PERUZZO PROFESSOR,São Paulo,SP,Sudeste,Birigui,RESIDENCIAL ALVORADA,16204153,RUA DOUTOR LUIZ DE TOLEDO PIZA SOBRINHO,453,,
1080,1080,35917643,4.8,GERACINA DE MENEZES SANCHES PROFESSORA,São Paulo,SP,Sudeste,Birigui,JARDIM SAO CONRADO,16201110,RUA ORELIO LOLLI,970,,
1081,1081,35923382,4.6,ANTONIO SALES OLIVEIRA PROFESSOR,São Paulo,SP,Sudeste,Birigui,NUCLEO HABITACIONAL THEREZA MARIA BARBIERI,16203227,RUA JOSE VIEIRA,438,,
1082,1082,35924283,4.5,OLIVIA ANGELA FURLANI PROFESSORA,São Paulo,SP,Sudeste,Birigui,RESIDENCIAL MONTE LIBANO,16202213,RUA ANTONIO AGATIELO,2020,,
1083,1083,35017942,4.4,FRANCISCO DAMANTE PROFESSOR,São Paulo,SP,Sudeste,Bom Jesus dos Perdões,CENTRO,12955000,RUA SAO GERALDO,403,,
1084,1084,35015283,4.8,APARICIO BIGLIA FILHO PROFESSOR,São Paulo,SP,Sudeste,Bom Sucesso de Itararé,CENTRO,18475000,RUA MANOEL TEIXEIRA FERNANDES,40,,
1085,1085,35025756,4.7,EDIR HELEN SGAVIOLI FACCIOLI PROFESSORA,São Paulo,SP,Sudeste,Boracéia,CENTRO,17270019,RUA ANTONIO DE FREITAS PEREIRA,213,,
1086,1086,35025914,4.0,IRACEMA LEITE E SILVA PROFESSORA,São Paulo,SP,Sudeste,Borebi,CENTRO,18675000,RUA 13 DE MAIO,607,,
1087,1087,35014795,5.1,LUCIO ANTUNES DE SOUZA DOM,São Paulo,SP,Sudeste,Botucatu,VILA CARMELO,18609510,VINTE E TRES DE SETEMBRO,181,,
1088,1088,35065468,3.8,MANOEL PATRICIO DO NASCIMENTO PROFESSOR,São Paulo,SP,Sudeste,Botucatu,VILA SANTA ELIZABETH,18605710,RUA MARIA APARECIDA MITIDIERI SANTOS,53,,
1089,1089,35017772,4.4,PAULO SILVA PROFESSOR,São Paulo,SP,Sudeste,Bragança Paulista,TABOAO,12900280,PRACA NOVE DE JULHO,28,,
1090,1090,35017784,4.3,JOSE MAURICIO DA ROCHA DOM,São Paulo,SP,Sudeste,Bragança Paulista,PARQUE BRASIL,12906330,ROBERTO SIMONSEN SENADOR,106,,
1091,1091,35907327,4.5,MARCOS ANTONIO DA SILVA GUIMARAES PROFESSOR,São Paulo,SP,Sudeste,Bragança Paulista,JARDIM RECREIO,12910080,RUA JOAO DINIZ,332,,
1092,1092,35907340,4.8,JOSE NANTALA BADUE PROFESSOR,São Paulo,SP,Sudeste,Bragança Paulista,VILA SANTA LIBANIA,12904230,ARARAS,375,,
1093,1093,35912864,3.8,SILES COLI PROFESSOR,São Paulo,SP,Sudeste,Bragança Paulista,QUINTA DA BARONEZA,12918001,ALKINDAR MONTEIRO JUNQUEIRA,KM42,,
1094,1094,35921185,3.7,FERNANDO AMOS SIRIANI DR,São Paulo,SP,Sudeste,Bragança Paulista,JD FRATERNIDADE,12926320,RUA ERNESTO VAZ DE LIMA,635,,
1095,1095,35030107,4.7,AGOSTINHO GRIGOLETO,São Paulo,SP,Sudeste,Brejo Alegre,CENTRO,16265000,RUA LEOPOLDO CUBAS,222,,
1096,1096,35021805,4.7,DINAH LUCIA BALESTRERO PROFESSORA,São Paulo,SP,Sudeste,Brotas,CENTRO,17380000,RUA ANGELO DALLA DEA,415,,
1097,1097,35030132,4.6,ALVARO ALVIM,São Paulo,SP,Sudeste,Buritama,CENTRO,15290000,PRACA DOM LAFAIETE LIBANIO,80,,
1098,1098,35023358,4.4,FRANCISCO RIBEIRO SOARES JUNIOR,São Paulo,SP,Sudeste,Buritizal,CENTRO,14570000,RUA RIO DE JANEIRO,517,,
1099,1099,35039743,4.6,HELADIO CORREA LAURINI MONSENHOR,São Paulo,SP,Sudeste,Cabreúva,PINHAL,13315000,RUA DAS PALMEIRAS,940,,
1100,1100,35014060,3.2,FRANCISCA MOURA LUZ PEREIRA PROFESSORA,São Paulo,SP,Sudeste,Caçapava,SANTA LUZIA,12286717,FERNANDO PESSOA,435,,
1101,1101,35014084,4.5,JOAO GONCALVES BARBOSA PROFESSOR,São Paulo,SP,Sudeste,Caçapava,CENTRO,12281630,PRACA DA BANDEIRA,195,,
1102,1102,35014308,6.0,MACHADO DE ASSIS ETEC,São Paulo,SP,Sudeste,Caçapava,VILA SAO JOAO,12281050,NACOES UNIDAS,253,,
1103,1103,35042341,5.0,ROQUE PASSARELLI PROFESSOR,São Paulo,SP,Sudeste,Caçapava,JARDIM RAFAEL,12288460,ARTUR BENEDITO DE OLIVEIRA PORTO,201,,
1104,1104,35045482,4.2,RUTH SA PROFESSORA,São Paulo,SP,Sudeste,Caçapava,PARQUE RESIDENCIAL MARIA ELMIRA,12285050,AV MONSENHOR THEODOMIRO,625,,
1105,1105,35049219,4.9,PEREIRA DE MATTOS DOUTOR,São Paulo,SP,Sudeste,Caçapava,VILA ANTONIO AUGUSTO LUIZ,12287320,RUA SAO LUIZ,1000,,
1106,1106,35914459,4.4,MARGARIDA MAIA DE ALMEIDA VIEIRA PROFESSORA,São Paulo,SP,Sudeste,Caçapava,PARQUE RESIDENCIAL ALVORADA,12289368,AMAZONAS,55,,
1107,1107,35013158,4.1,REGINA POMPEIA PINTO PROFA,São Paulo,SP,Sudeste,Cachoeira Paulista,SAO JOAO,12630000,RUA JOSE RODRIGUES FONTES,128,,
1108,1108,35013171,4.5,SEVERINO MOREIRA BARBOSA,São Paulo,SP,Sudeste,Cachoeira Paulista,CENTRO,12630000,AVENIDA DEOCLECIANO DA SILVA AZEVEDO,333,,
1109,1109,35915804,5.1,MARCOS UCHOAS DOS SANTOS PENCHEL PROF ETEC,São Paulo,SP,Sudeste,Cachoeira Paulista,VILA CARMEM,12630000,RUA AFONSO PEREIRA DA SILVA,96,,
1110,1110,35005575,4.3,ALBERTO GRAF CAPITAO,São Paulo,SP,Sudeste,Caieiras,SERPA,7713125,RUA CAJAMAR,95,,
1111,1111,35005599,3.8,OLINDO DARTORA DR,São Paulo,SP,Sudeste,Caieiras,VILA ROSINA,7749135,AVENIDA OTAVIO SPIGAROLLO,183,,
1112,1112,35005629,4.9,OTTO WEISZFLOG,São Paulo,SP,Sudeste,Caieiras,REGIAO CENTRAL,7713002,RUA LUIZ CELSO BERTI,179,,
1113,1113,35005630,5.3,WALTHER WEISZFLOG,São Paulo,SP,Sudeste,Caieiras,CENTRO,7700625,AVENIDA DOS ESTUDANTES,360,,
1114,1114,35044945,4.7,JOSE CARLOS DA SILVA JUNIOR,São Paulo,SP,Sudeste,Caieiras,JARDIM VERA TEREZA,7717390,AVENIDA ALTINA,10,,
1115,1115,35564102,6.1,CAIEIRAS ETEC DE,São Paulo,SP,Sudeste,Caieiras,LARANJEIRAS,7744420,ERMENIO DE OLIVEIRA PENTEADO,0,,
1116,1116,35901805,4.5,DR MARIO TOLEDO DE MORAES,São Paulo,SP,Sudeste,Caieiras,LARANJEIRAS,7744420,ERMENIO DE OLIVEIRA PENTEADO,1,,
1117,1117,35908381,4.7,ARMANDO SESTINI,São Paulo,SP,Sudeste,Caieiras,SERPA,7716055,IBIUNA,300,,
1118,1118,35904211,4.1,PROJETO LAGOA SAO PAULO,São Paulo,SP,Sudeste,Caiuá,AGROVILA 3,19450000,RUA TEREZINHA ALMEIDA DOS SANTOS,1005,,
1119,1119,35005548,5.1,WALTER RIBAS DE ANDRADE PROF EE,São Paulo,SP,Sudeste,Cajamar,JORDANESIA,7776450,AVENIDA VEREADOR JOAQUIM PEREIRA BARBOSA,500,,
1120,1120,35405231,5.7,GINO REZAGHI ETEC,São Paulo,SP,Sudeste,Cajamar,JARDIM MARIA LUIZA,7787530,AVENIDA ARUJA,175,,
1121,1121,35035002,4.4,CELSO ANTONIO PROFESSOR,São Paulo,SP,Sudeste,Cajati,CENTRO,11950000,RUA ALOIS HOLD,40,,
1122,1122,35035294,3.9,MARY AZEVEDO DE CARVALHO PROFESSORA,São Paulo,SP,Sudeste,Cajati,BAIRRO INHUGUVIRA,11950000,RUA ESMERALDA,425,,
1123,1123,35028174,4.9,ELMIRA GOULART PEREIRA PROFESSORA,São Paulo,SP,Sudeste,Cajobi,CENTRO,15410000,RUA OLGA BERNARDES ZAMPERLINI,470,,
1124,1124,35022330,4.4,GALDINO DE CASTRO,São Paulo,SP,Sudeste,Cajuru,CENTRO,14240000,PRACA JOAQUIM CANDIDO GARCIA,296,,
1125,1125,35903498,3.5,GERALDO TORRANO PROFESSOR,São Paulo,SP,Sudeste,Cajuru,COHAB TERESA SANDRILLI TINCANI,14240000,RUA URUGUAI,800,,
1126,1126,35018119,3.4,CECILIA PEREIRA PROFESSORA,São Paulo,SP,Sudeste,Campinas,JARDIM PARANAPANEMA,13100239,SERRA DO UMBUZEIRO,649,,
1127,1127,35018156,4.7,AUREA ANUNCIACAO AMERICO DE GODOI PROFESSORA,São Paulo,SP,Sudeste,Campinas,JARDIM SAMAMBAIA,13046540,RUA JOAQUIM SEVERINO,245,,
1128,1128,35018235,5.1,JOAO LOURENCO RODRIGUES PROFESSOR,São Paulo,SP,Sudeste,Campinas,CAMBUI,13025141,RUA DOUTOR EMILIO RIBAS,710,,
1129,1129,35018259,5.3,LUIZ GALHARDO PROFESSOR,São Paulo,SP,Sudeste,Campinas,JARDIM CURA DARS,13045530,RUA PADRE BENTO DIAS PACHECO,62,,
1130,1130,35018326,5.6,CULTO A CIENCIA,São Paulo,SP,Sudeste,Campinas,BOTAFOGO,13020060,CULTO A CIENCIA,422,,
1131,1131,35018491,4.8,LAIS BERTONI PEREIRA PROFESSORA,São Paulo,SP,Sudeste,Campinas,VILA PALACIOS,13060660,AVENIDA MARIA JULIETA GODOI CARTEZANI,132,,
1132,1132,35018855,4.5,JOSE CARLOS NOGUEIRA REVERENDO PROFESSOR,São Paulo,SP,Sudeste,Campinas,VILA BOA VISTA,13064771,RUA  DOS IPES AMARELOS,111,,
1133,1133,35040859,5.1,PROCOPIO FERREIRA,São Paulo,SP,Sudeste,Campinas,JARDIM DOS OLIVEIRAS,13044260,RUA SYNIRA DE ARRUDA VALENTE,1342,,
1134,1134,35040873,5.7,JAMIL GADIA DEPUTADO,São Paulo,SP,Sudeste,Campinas,JARDIM NOVA EUROPA,13040085,RUA SANTA CRUZ DAS PALMEIRAS,1290,,
1135,1135,35042651,4.0,HILTON FEDERICI PROFESSOR,São Paulo,SP,Sudeste,Campinas,VILA SAO ISABEL,13084360,RUA EDUARDO MODESTO,91,,
1136,1136,35905461,3.9,THEREZINA DA FONSECA PARES PROFESSORA,São Paulo,SP,Sudeste,Campinas,JARDIM DAS BANDEIRAS,13051114,RUA BERTHOLDO FERNANDES DE CASTRO,260,,
1137,1137,35907388,4.1,FRANCISCO RIBEIRO SAMPAIO PROFESSOR,São Paulo,SP,Sudeste,Campinas,JARDIM NOSSA SENHORA DE LOURDES,13051564,RUA FERNANDO VAQUEIRO FERREIRA,415,,
1138,1138,35917758,4.9,DISNEI FRANCISCO SCORNAIENCHI DOUTOR,São Paulo,SP,Sudeste,Campinas,PARQUE JAMBEIRO,13042330,RUA EDMUNDO VOSGRAU,515,,
1139,1139,35924544,4.6,RITA DE CASSIA DA SILVA PROFESSORA,São Paulo,SP,Sudeste,Campinas,PARQUE SAO JORGE,13064812,PLACIDA PRETINI,101,,
1140,1140,35019896,4.1,ELZA FACCA MARTINS BONILHA PROFESSORA,São Paulo,SP,Sudeste,Campo Limpo Paulista,BOTUJURU BOTUJURU,13238211,ESTELA BORGES MORATO,260,,
1141,1141,35036031,4.1,GEORGINA HELENA FORTAREL PROFESSORA,São Paulo,SP,Sudeste,Campo Limpo Paulista,PARQUE INTERNACIONAL,13232524,FLOR DE MAIO,30,,
1142,1142,35034125,4.6,THEODORICO DE OLIVEIRA PROFESSOR,São Paulo,SP,Sudeste,Campos Novos Paulista,CENTRO,19960000,SAO JOSE,388,,
1143,1143,35043278,3.7,GENI CUNHA,São Paulo,SP,Sudeste,Cananéia,PORTO CUBATAO,11990000,FRANCISCO PARCELINO FRANCO,311,,
1144,1144,35013134,3.9,ALICE VILELA GALVAO PROFA,São Paulo,SP,Sudeste,Canas,CENTRO,12615000,RUA HOMERO ORTIZ MARCONDES,470,,
1145,1145,35032992,4.3,ANTONIO FONTANA,São Paulo,SP,Sudeste,Cândido Mota,CENTRO FRUTAL DO CAMPO,19888046,RUA OTAVIO PEREIRA,20,,
1146,1146,35033042,4.0,JOSE AUGUSTO DE CARVALHO DR,São Paulo,SP,Sudeste,Cândido Mota,CENTRO,19880011,RUA ANTONIO DA SILVA VIEIRA,129,,
1147,1147,35015222,4.0,RAUL VENTURELLI DOUTOR,São Paulo,SP,Sudeste,Capão Bonito,JARDIM CRUZEIRO,18305485,YOITI IKEDA,170,,
1148,1148,35267211,5.8,CELSO CHARURI DR ETEC,São Paulo,SP,Sudeste,Capão Bonito,TERRAS DO EMBIRUCU,18304750,PERICLES DE FREITAS DOUTOR,296,,
1149,1149,35910077,4.5,JOAO BAPTISTA DO AMARAL VASCONCELLOS PROFESSOR,São Paulo,SP,Sudeste,Capão Bonito,VILA APARECIDA,18303090,RUA PAULO MENDES DE CARVALHO,34,,
1150,1150,35020795,5.1,MARIA JANUARIA VAZ TUCCORI PROFESSORA,São Paulo,SP,Sudeste,Capivari,VILA FATIMA,13360000,RUA CESAR GUIDETTI,157,,
1151,1151,35020801,4.7,FABIANO JOSE MOREIRA CAMARGO PADRE,São Paulo,SP,Sudeste,Capivari,CENTRO,13360000,RUA PADRE HAROLDO,542,,
1152,1152,35011332,4.9,ALCIDES DE CASTRO GALVAO,São Paulo,SP,Sudeste,Caraguatatuba,SUMARE,11661100,RUA BENEDITO ZACARIAS AROUCA,255,,
1153,1153,35011400,4.0,ISMAEL IGLESIAS,São Paulo,SP,Sudeste,Caraguatatuba,BARRANCO ALTO,11670000,AVENIDA MANOEL SEVERINO DE CASTRO,631,,
1154,1154,35046498,4.3,BENEDITO PAES SOBRINHO VEREADOR,São Paulo,SP,Sudeste,Caraguatatuba,PEREQUE MIRIM,11668000,AVENIDA JOSE DA COSTA PINHEIRO JUNIOR,950,,
1155,1155,35048537,5.0,COLONIA DOS PESCADORES,São Paulo,SP,Sudeste,Caraguatatuba,INDAIA,11665191,SERGIPE,905,,
1156,1156,35434607,5.8,CARAGUATATUBA ETEC DE,São Paulo,SP,Sudeste,Caraguatatuba,INDAIA,11665310,RIO GRANDE DO NORTE,480,,
1157,1157,35009660,4.2,ESMERALDA BECKER FREIRE DE CARVALHO PROFESSORA,São Paulo,SP,Sudeste,Carapicuíba,JARDIM MARILU,6343000,RUA JOAO FASOLI,410,,
1158,1158,35009817,4.9,VICTORIO FORNASARO,São Paulo,SP,Sudeste,Carapicuíba,VILA SUL AMERICANA,6397110,NOVO HAMBURGO,78,,
1159,1159,35009854,5.3,WILLIAN RODRIGUES REBUA PROFESSOR,São Paulo,SP,Sudeste,Carapicuíba,COHAB,6327270,AVENIDA AMAZONAS,1660,,
1160,1160,35035452,3.9,CECILIA DA PALMA VALENTIM SARDINHA PROFESSORA,São Paulo,SP,Sudeste,Carapicuíba,CIDADE ARISTON ESTELA AZEVEDO,6395060,GALIA,249,,
1161,1161,35040617,3.7,DERVILLE ALLEGRETTI DEPUTADO,São Paulo,SP,Sudeste,Carapicuíba,JARDIM MARIA RITA,6331005,DA GABIROBA,527,,
1162,1162,35041336,4.2,JOAO GARCIA DE HARO PROFESSOR,São Paulo,SP,Sudeste,Carapicuíba,JARDIM HELENA,6342180,VEREADOR JOSE FERNANDES FILHO,199,,
1163,1163,35041348,4.7,BASILIO BOSNIAC,São Paulo,SP,Sudeste,Carapicuíba,VILA SILVIANIA,6381010,EUROPA,55,,
1164,1164,35028939,4.5,EPAMINONDAS JOSE DE ANDRADE,São Paulo,SP,Sudeste,Cardoso,JARDIM JUSSARA,15570000,AVENIDA JERONIMO RIBEIRO DE MENDONCA,893,,
1165,1165,35019252,3.9,LAURO DE ARAUJO,São Paulo,SP,Sudeste,Casa Branca,CENTRO,13705000,RUA PIAUI,470,,
1166,1166,35019288,3.3,FRANCISCO EUGENIO DE LIMA,São Paulo,SP,Sudeste,Casa Branca,CENTRO,13700000,RUA IPIRANGA,53,,
1167,1167,35019306,4.9,FRANCISCO NOGUEIRA DE LIMA DR ETEC,São Paulo,SP,Sudeste,Casa Branca,CENTRO,13700000,AVENIDA CORONEL CASTRO,12,,
1168,1168,35019343,3.7,FRANCISCO THOMAZ DE CARVALHO DOUTOR,São Paulo,SP,Sudeste,Casa Branca,CENTRO,13700000,PRACA DOUTOR CARVALHO,281,,
1169,1169,35024399,5.0,ABEL DOS REIS,São Paulo,SP,Sudeste,Cássia dos Coqueiros,CENTRO,14260000,RUA ANTONIO CORREA NEVES,279,,
1170,1170,35029543,4.2,ARMEL MIRANDA,São Paulo,SP,Sudeste,Castilho,CENTRO,16920000,RUA CARLOS BEVILACQUA,132,,
1171,1171,35026529,4.7,NESTOR SAMPAIO BITTENCOURT DOUTOR,São Paulo,SP,Sudeste,Catanduva,PARQUE IRACEMA,15809035,GETULINA,339,,
1172,1172,35026530,4.0,VITORINO PEREIRA PROFESSOR,São Paulo,SP,Sudeste,Catanduva,VILA PAULISTA,15803100,RUA ALAGOAS,1675,,
1173,1173,35026554,4.8,JOAQUIM ALVES FIGUEIREDO,São Paulo,SP,Sudeste,Catanduva,SAO FRANCISCO,15806025,RUA NIPOA,100,,
1174,1174,35026645,5.3,ANTONIO MAXIMIANO RODRIGUES,São Paulo,SP,Sudeste,Catanduva,VILA RODRIGUES,15801350,RUA SANTOS,1194,,
1175,1175,35026657,4.3,ALFREDO MINERVINO,São Paulo,SP,Sudeste,Catanduva,VILA BELA,15804140,RUA POLONI,205,,
1176,1176,35026748,5.0,PAULO DE LIMA CORREA,São Paulo,SP,Sudeste,Catanduva,CENTRO,15800010,TREZE DE MAIO,761,,
1177,1177,35065985,4.3,CLEOMERIO JOSE CAMPI,São Paulo,SP,Sudeste,Catanduva,JARDIM IMPERIAL,15813110,RUA JACANA,155,,
1178,1178,35026578,4.5,ANTONIO CARLOS,São Paulo,SP,Sudeste,Catiguá,CENTRO,15870000,AVENIDA WILSON VEIGA,495,,
1179,1179,35028861,4.5,CARMO TURANO VOLUNTARIO,São Paulo,SP,Sudeste,Cedral,CENTRO,15895000,RUA FELICIO BOTTINO,707,,
1180,1180,35446749,5.9,CERQUILHO ETEC DE,São Paulo,SP,Sudeste,Cerquilho,JARDIM SAO FRANCISCO,18527050,VEREADOR MARIO PILON,1001,,
1181,1181,35016718,4.3,ARISTEU VASCONCELLOS LEITE,São Paulo,SP,Sudeste,Cesário Lange,CENTRO,18285000,NOSSA SENHORA APARECIDA,388,,
1182,1182,35021283,4.3,BENEDITO DUTRA TEIXEIRA PROFESSOR,São Paulo,SP,Sudeste,Charqueada,SANTA HELENA,13515504,RUA CAETANO PARISI,79,,
1183,1183,35030521,4.8,MARIA DE FATIMA GOMES ALVES,São Paulo,SP,Sudeste,Clementina,CENTRO,16250000,RUA BRASILIA,10,,
1184,1184,35048012,3.7,DARCY SILVEIRA VAZ PROFESSOR,São Paulo,SP,Sudeste,Colina,VILA SAO SEBASTIAO,14770000,RUA JOAO SILVEIRA,224,,
1185,1185,35076107,5.0,SAO FRANCISCO DE ASSIS ESCOLA TECNICA AGROPECUARIA MUNICIPAL,São Paulo,SP,Sudeste,Colina,RURAL,14770000,RODOVIA RENE VAZ DE ALMEIDA,KM 4,,
1186,1186,35022342,4.1,ALICE FONTOURA DE ARAUJO DONA,São Paulo,SP,Sudeste,Colômbia,CENTRO,14795000,RUA ANTONIO PRADO,555,,
1187,1187,35020485,5.2,ORESTES LADEIRA PE,São Paulo,SP,Sudeste,Conchal,JARDIM DULCE MARIA,13835000,RUA DAS AZALEIAS,680,,
1188,1188,35925275,3.7,JARDIM BELA VISTA,São Paulo,SP,Sudeste,Conchal,JARDIM BELA VISTA,13835000,RUA DOS BATTEL,210,,
1189,1189,35014692,4.1,ANIZIO FERRAZ GODINHO PROF,São Paulo,SP,Sudeste,Conchas,CENTRO,18570000,PERNAMBUCO,482,,
1190,1190,35021763,6.2,JOSE LEVY CORONEL,São Paulo,SP,Sudeste,Cordeirópolis,CENTRO,13490005,VISCONDE DO RIO BRANCO,437,,
1191,1191,35014473,4.1,ANTONIO TONON,São Paulo,SP,Sudeste,Coronel Macedo,CENTRO,18745000,RUA SAO BENEDITO,452,,
1192,1192,35021659,4.7,JANIO QUADROS GOVERNADOR,São Paulo,SP,Sudeste,Corumbataí,CENTRO,13540000,MICHEL ZAINE,512,,
1193,1193,35019975,5.2,PAULO DE ALMEIDA NOGUEIRA DOUTOR,São Paulo,SP,Sudeste,Cosmópolis,SERICULTURA,13150033,PRESIDENTE GETULIO VARGAS,137,,
1194,1194,35045834,3.9,LIDIA ONELIA KALIL AUN CREPALDI PROFESSORA,São Paulo,SP,Sudeste,Cosmópolis,JARDIM SANTA ROSA,13152128,DR. ADEMAR PEREIRA DE BARROS,418,,
1195,1195,35909385,5.1,IVETE SALA DE QUEIROZ PROFESSORA,São Paulo,SP,Sudeste,Cosmópolis,RECANTO DAS LARANJEIRAS,13152310,SANTO RIZZO,1660,,
1196,1196,35917761,4.9,ALBERTO FIERZ,São Paulo,SP,Sudeste,Cosmópolis,PARQUE DONA ESTHER,13155472,PONCIANO TONUSSI,87,,
1197,1197,35028964,3.7,ALVARO DUARTE DE ALMEIDA PROF,São Paulo,SP,Sudeste,Cosmorama,CENTRO,15530000,RUA SEBASTIAO JOSE DA COSTA,637,,
1198,1198,35010510,4.0,CARLOS FERREIRA DE MORAES PROFESSOR,São Paulo,SP,Sudeste,Cotia,JARDIM TORINO,6713100,DO EMBU,645,,
1199,1199,35010522,3.7,ANTONIETA DI LASCIO OZEKI PROFESSORA,São Paulo,SP,Sudeste,Cotia,PAISAGEM RENOIR,6715350,TUNDRA,56,,
1200,1200,35010625,4.6,ANA MACIEIRA DE OLIVEIRA,São Paulo,SP,Sudeste,Cotia,PEDRAS,6720480,"AVENIDA IVO MARIO ISAAC PIRES, KM 1",802,,
1201,1201,35043862,3.8,REPUBLICA DA COSTA RICA,São Paulo,SP,Sudeste,Cotia,AGUA ESPRAIADA,6725153,ESTRADA AGUA ESPRAIADA,450,,
1202,1202,35046590,4.1,EROTIDES APARECIDA OLIVEIRA DA SILVA PROFESSORA,São Paulo,SP,Sudeste,Cotia,JARDIM JAPAO CAUCAIA DO ALTO,6725010,MARIA QUITERIA,1,,
1203,1203,35908551,4.1,SIDRONIA NUNES PIRES,São Paulo,SP,Sudeste,Cotia,CENTRO CAUCAIA DO ALTO,6725105,AVENIDA INOCENCIO PIRES DE OLIVEIRA,405,,
1204,1204,35024260,5.2,FRANCISCO GOMES PROFESSOR,São Paulo,SP,Sudeste,Cravinhos,JARDIM BELA VISTA,14140000,RUA PROFESSOR ANTONIO DA SILVEIRA,274,,
1205,1205,35022861,3.9,JOAO DE FARIA,São Paulo,SP,Sudeste,Cristais Paulista,CENTRO,14460000,AVENIDA ANTONIO PRADO,3078,,
1206,1206,35012385,4.4,VIRGILIO ANTUNES PROF,São Paulo,SP,Sudeste,Cruzeiro,VILA DOUTOR JOAO BATISTA PARTE ALTA,12720100,ANTONIO PINTO,302,,
1207,1207,35012506,4.5,OSWALDO CRUZ,São Paulo,SP,Sudeste,Cruzeiro,CENTRO,12701360,OTAVIO RAMOS CAPITAO,593,,
1208,1208,35011642,4.0,ZENON CLEANTES DE MOURA PROFESSOR,São Paulo,SP,Sudeste,Cubatão,FABRIL,11543100,RUA DO ALOJAMENTO,137,,
1209,1209,35390896,5.6,CUBATAO ETEC DE,São Paulo,SP,Sudeste,Cubatão,VILA COUTO,11510160,TAMOYO,230,,
1210,1210,35012774,4.5,PAULO VIRGINIO,São Paulo,SP,Sudeste,Cunha,CENTRO,12530000,LADEIRA 20 DE ABRIL,134,,
1211,1211,35924441,4.7,PAULO JOSE VERRESCHI RIBEIRO,São Paulo,SP,Sudeste,Cunha,PARAITINGA,12530000,RODOVIA PAULO VIRGINIO,KM 32,,
